,Positions,Locations,Categories
0,Account Manager,Remote,Customer Success
1,Sr. Customer Success Manager,Remote,Customer Success
2,Product Support Engineer,Remote,Engineering
3,Accounting Manager,Remote,Finance
4,Account Development Representative,Remote,Sales
5,Enterprise Account Executive,Remote,Sales
