,Positions,Locations,Categories
0,"ML Engineer, Deep Learning & NLP",San Francisco,Engineering
1,"Software Engineer, Backend",San Francisco,Engineering
2,"Software Engineer, Forward Deployed (Full Stack)",San Francisco,Engineering
3,"Software Engineer, Frontend",San Francisco,Engineering
4,Business Analyst/Proposal Writer,Lehi or San Francisco,Operations
5,Paralegal,Lehi,Operations
6,Revenue Operations Analyst,Lehi,Operations
7,Enterprise Sales,Work from home,Sales
