,Positions,Locations,Categories
0,Happiness Engineer,"Omaha, NE",Customer Experience – Support
1,Platform Engineer,"Omaha, NE",Product & Engineering – Engineering
2,Senior Software Engineer - Ruby,"Omaha, NE",Product & Engineering – Engineering
3,Account Manager,"Omaha, NE",Sales – Account Management
4,Account Executive,"Omaha, NE",Sales – Acquisition Sales
5,Account Executive - Expansion,"Omaha, NE",Sales – Expansion Sales
6,Sales Development Representative,"Omaha, NE",Sales – Sales Development
7,Solutions Engineer,"Omaha, NE",Sales – Sales Engineering
