,Positions,Locations,Categories
0,Senior Full Stack Engineer,"New York, NY",Engineering
1,"Senior Manager/Associate Director, Marketing","New York, NY",Marketing
2,General Application,Anywhere,Opportunistic
3,Sales Manager,"Atlanta, GA",Sales
