,Positions,Locations,Categories
0,Sales Engineer,Remote,Customer Success
1,Technical Account Manager,Remote,Customer Success
2,Customer Engineer,Remote,Customer Support
3,Engineering Leader,Remote,Engineering
4,Lead Front-End Engineer,Remote,Engineering
5,Software Engineer,Remote,Engineering
6,Technical Writer,Remote,Engineering
7,"Director, Security & Compliance",Remote,People
