,Positions,Locations,Categories
0,Carrier Manager,"Mexico, Mexico",Operations
1,Carrier Representative,"Mexico, Mexico",Operations
2,Operations Manager,"Mexico, Mexico",Operations
3,Operations Representative,"Mexico, Mexico",Operations
4,Pricing Analyst,"Mexico, Mexico",Operations
5,Sales Development Representative,"Mexico, Mexico",Sales
6,Sales Leader,"New York, New York",Sales
7,Lead Software Engineer,"Mexico, Mexico",Technology
8,Senior Frontend Developer,"New York, New York",Technology
