,Positions,Locations,Categories
0,Customer Success Manager,Bay Area or Remote (US),Customer Success
1,Head of Marketing/Lead Product Marketer,Bay Area or Remote (US),Marketing
2,Sales Development Representative,Bay Area or Remote (US),Sales / Business Development
