,Positions,Locations,Categories
0,Customer Success Manager,"Redwood City, CA",Customer Success
1,Middle Python Developer,Moscow,Development
2,General Application,"Redwood City, CA",General
3,Product Manager,"Redwood City, CA",Product
4,Sales Development Representative,"Redwood City, CA",Sales
