,Positions,Locations,Categories
0,Customer Success Manager,San Francisco,Customer Success
1,DevOps Engineer,Tel Aviv,R&D
2,Full Stack Developer,Tel Aviv,R&D
3,UI UX designer,Tel Aviv,R&D
4,Business Development Representative,San Francisco,Sales
5,Strategic Account Executive,San Francisco,Sales
