,Positions,Locations,Categories
0,Customer Success Engineer,Distributed (US only),Customer Success
1,Engineering Manager,Distributed (US only),Engineering
2,Product Engineer,Distributed (US only),Engineering
3,Account Executive,Distributed (US only),Sales
