,Positions,Locations,Categories
0,Equipment Operator,"Santa Maria, California",Field Operations
1,Teleops Representative (Evening Shift),"San Francisco, California",Software Engineering
2,Teleops Representative (Evening Shift),"Salinas, California",Software Engineering
