,Positions,Locations,Categories
0,Customer Success Manager,"Santa Clara, CA",Customer Success
1,"Software Engineer, Full Stack","Santa Clara, CA",Engineering - Development
2,"Sr Software Engineer, Salesforce","Santa Clara, CA",Engineering - Development
3,Sales Director,Remote,Sales
