,Positions,Locations,Categories
0,Customer Success Manager,"St. Louis, MO",Customer Success
1,Customer Support Specialist,"St. Louis, MO",Customer Success
2,Technical Customer Success Manager,"St. Louis, MO",Customer Success
3,VP of Marketing,"St. Louis, MO",Marketing
4,Data Scientist,"St. Louis, MO",Product
5,Director of Sales Development,"St. Louis, MO",Sales Development
