,Positions,Locations,Categories
0,Staff Software Engineer Backend,"San Francisco, CA",Engineering
1,Senior Product Marketing Manager,"San Francisco, CA",Marketing
2,Director of Product Management,"San Francisco, CA",Product
3,Account Executive New York (Tristate),"New York, Tristate",Sales
4,Account Executive San Francisco (Bay Area),"Bay Area, CA",Sales
5,Sales Engineer - East Coast,"New York, Tristate",Sales
