,Positions,Locations,Categories
0,Product Marketing Manager,San Francisco,Marketing
1,"Senior Marketing Manager, Demand Generation",San Francisco,Marketing
2,DevOps Engineer,Tel Aviv,R&D
3,Full Stack Engineer,Tel Aviv,R&D
4,"Manager, Sales Development",San Francisco,Sales
5,Sales Development Representative,San Francisco,Sales
