,Positions,Locations,Categories
0,"Customer Success, Senior Manager","Lehi, Utah",Customer Operations
1,Software Engineer,"San Francisco, California",Engineering
2,Product Design Lead,"San Francisco, California",Product
3,Business Development Representative,"San Francisco, California",Sales
