,Positions,Locations,Categories
0,Security Engineer,"San Mateo, CA",Engineering
1,Senior Cloud Infrastructure Engineer,"San Mateo, CA",Engineering
2,"Senior Software Engineer, Test Automation","San Mateo, CA",Engineering
3,"Senior Software Engineering Manager, Infrastructure","San Mateo, CA",Engineering
4,"Software Engineer, Fullstack","San Mateo, CA",Engineering
5,"Software Engineering Manager, Product","San Mateo, CA",Engineering
6,"Senior Product Manager, SQL Lab","San Mateo, CA",Product
