,Positions,Locations,Categories
0,Customer Strategist,"New York, NY",Customer
1,Software Engineer,"Denver, CO",Engineering/Dev
2,Content Marketing Associate,"Denver, CO / New York, NY",Marketing
3,Partnerships Manager,"New York, NY",Partnerships
4,Brand Designer,Denver/Austin/Remote,Product
5,Account Executive,"Denver, CO / New York, NY",Sales
6,Business Development Representative,"Denver, CO",Sales
