,Positions,Locations,Categories
0,Data Scientist,New Delhi,Data Science
1,DevOps Engineer,New Delhi,Engineering
2,Software Engineer- Backend,New Delhi,Engineering
3,QA Engineer,New Delhi,QA
4,Account Executive for Sales,New Delhi,Sales
5,Sales Development Representative,"San Francisco, New York City, Remote",Sales
6,Senior Account Executive,"San Francisco, New York City, Remote",Sales
