,Positions,Locations,Categories
0,Head of BD and Strategy,"Anywhere, USA",Anagram – Business Development
1,Customer Success Manager - Engagement,"Los Angeles, CA",Anagram – Customer Success
2,Director of Customer Success,Remote,Anagram – Customer Success
3,Enterprise Account Manager,"Los Angeles, CA",Anagram – Customer Success
4,Technical Support Representative,"Los Angeles, CA",Anagram – Customer Support
5,Data Analyst,Remote,Anagram – Operations
6,Product Manager,"Los Angeles, CA",Anagram – Product Management
