,Positions,Locations,Categories
0,Open application,Any location,Any team
1,Account Executive,"New York City, Paris",Sales & Business Development
2,Business Development Intern,Paris,Sales & Business Development
3,Sales Development Representative,New York City,Sales & Business Development
4,Back-end Web Developer,Paris,Web
