,Positions,Locations,Categories
0,Experience Architect,"Detroit, MI",Engineering
1,Software Craftsman Developer,"Ann Arbor, MI",Engineering
2,Software Engineer,"San Francisco, CA",Engineering
3,Account Executive,"San Francisco, CA",Sales
