,Positions,Locations,Categories
0,Marketing Director,"Scottsdale, AZ",Marketing
1,Quality Assurance Analyst,"Scottsdale, AZ",Product
2,Implementation Consultant,"Scottsdale, AZ",Professional Services
3,Business Development Representative,"Scottsdale, AZ",Sales
4,Sales Director - Midwest,Remote,Sales
