,Positions,Locations,Categories
0,Director of Marketing,San Francisco,Marketing Team
1,Fractional UI/UX Web Designer (Remote),San Francisco,Product Team
2,Account Executive - NY,New York City,Sales Team
3,Account Executive - SF,San Francisco,Sales Team
4,Network Development Associate,San Francisco,Sales Team
5,Sales Recruiter,San Francisco,Sales Team
